claim_id,bangla_claim,gold_evidence_ids,top1_evidence_id,top10_evidence_ids
C0086,"আমি শুনেছি, নবী মুহাম্মদ (সা.) একটি চামড়ার তাঁবুর মধ্যে ছিলেন এবং সেখানে কিছু কথা বলেছিলেন।","['muslim_2301', 'muslim_2025', 'muslim_4742', 'muslim_1119', 'bukhari_5860']",muslim_495,"['muslim_495', 'muslim_6746', 'muslim_3834', 'bukhari_284', 'muslim_3265', 'bukhari_3322', 'bukhari_297', 'muslim_3811', 'muslim_434', 'muslim_1985']"
C0090,"নবী (সা.) বলেছেন, যে মুসলিম একটি গাছ রোপণ করে এবং তার ফলে কেউ বা কোনো প্রাণী কিছু খায়, সেই মুসলিমের জন্য এটি একটি সদকা।","['bukhari_6012', 'muslim_3969', 'muslim_3971', 'muslim_3973', 'muslim_3968']",muslim_6746,"['muslim_6746', 'bukhari_3322', 'muslim_495', 'muslim_1985', 'muslim_3834', 'muslim_5964', 'muslim_3671', 'bukhari_4545', 'muslim_1279', 'muslim_3876']"
C0091,"আনস বলেছেন যে, তিনি শুনেছেন যে আল্লাহর রাসূল (সা.) কিছু গুরুত্বপূর্ণ বিষয় সম্পর্কে আলোচনা করেছেন, যা আমাদের জীবনে প্রভাব ফেলতে পারে।","['muslim_5266', 'muslim_4168', 'muslim_3854', 'muslim_4319', 'muslim_5535']",muslim_495,"['muslim_495', 'muslim_3265', 'muslim_3834', 'muslim_450', 'muslim_3610', 'muslim_6652', 'muslim_7188', 'muslim_3862', 'muslim_3671', 'muslim_3811']"
C0092,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, এক ব্যক্তি যিনি ইসলাম দাবি করেন, তিনি জাহান্নামের লোক। যুদ্ধের সময় সেই ব্যক্তি অত্যন্ত সাহসিকতার সাথে লড়াই করেন এবং গুরুতর আহত হন। কিন্তু পরে তিনি আত্মহত্যা করেন, এবং রাসূল (সা.) বলেন, ""আল্লাহ এই ধর্মকে মন্দ লোকের মাধ্যমে সাহায্য করেন।""","['bukhari_6606', 'muslim_305', 'bukhari_4203', 'muslim_306', 'bukhari_3062']",muslim_483,"['muslim_483', 'bukhari_5257', 'bukhari_6996', 'muslim_495', 'muslim_3265', 'bukhari_5032.2', 'muslim_3834', 'bukhari_5984', 'bukhari_6056', 'bukhari_717']"
C0093,"আমি শুনেছি যে, নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম একটি অবহেলিত কবরের পাশে গিয়েছিলেন এবং সেখানে তিনি নামাজ পড়ার জন্য লোকদের নেতৃত্ব দিয়েছিলেন। এ কথা আমাকে আবু আমর বলেছেন, এবং তিনি বলেছেন যে, এটি ابن عباس রাদিয়াল্লাহু আনহু থেকে এসেছে।","['bukhari_1336', 'bukhari_1322', 'bukhari_857', 'muslim_2211', 'bukhari_1319']",bukhari_5406,"['bukhari_5406', 'bukhari_6056', 'bukhari_643', 'bukhari_3595.2', 'bukhari_1162', 'muslim_1621', 'muslim_370', 'muslim_3509', 'muslim_3517', 'bukhari_1835']"
C0094,"আমি শুনেছি যে, আল-আমাশ বলেছেন, সেই দিন মানুষদের মধ্যে তোমরা যেমন একটি সাদা চুল কালো ষাঁড়ের মধ্যে বা একটি কালো চুল সাদা ষাঁড়ের মধ্যে থাকে, তেমনই থাকবে।","['muslim_533', 'muslim_530', 'muslim_531', 'bukhari_6528', 'bukhari_4741']",muslim_6012,"['muslim_6012', 'muslim_2133', 'muslim_986', 'muslim_6933', 'muslim_5248', 'muslim_4698', 'muslim_3478', 'bukhari_2944', 'bukhari_6883', 'muslim_1527']"
C0095,"রাসূলুল্লাহ (সা.) বলেছেন, যখন হাওয়াজনের মুসলিম প্রতিনিধিদল তাঁর কাছে আসে, তখন তিনি তাদের বলেছিলেন যে, তারা যদি তাদের সম্পদ বা বন্দীদের মধ্যে থেকে একটি বেছে নিতে চায়। পরে, তিনি মুসলমানদের সামনে দাঁড়িয়ে বলেন যে, যারা তাদের বন্দীদের ফিরিয়ে দিতে চান, তারা যেন তা করেন। মুসলমানরা তখন বললেন, ""আমরা তা মেনে নিচ্ছি, হে রাসূলullah!""","['bukhari_2307', 'bukhari_2308', 'bukhari_4318', 'bukhari_4319', 'bukhari_3131']",bukhari_3322,"['bukhari_3322', 'muslim_1985', 'bukhari_4545', 'bukhari_2950', 'bukhari_4311', 'bukhari_7040', 'muslim_6746', 'bukhari_3751', 'bukhari_3266', 'muslim_3876']"
C0100,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, ফজরের সময় যে নামাজ পড়া হয়, তা সবচেয়ে বেশি সওয়াবের।","['muslim_6427', 'muslim_4349', 'muslim_4234', 'muslim_1040', 'muslim_4603']",muslim_495,"['muslim_495', 'muslim_575', 'muslim_3265', 'muslim_3514', 'muslim_5848', 'muslim_4845', 'bukhari_284', 'bukhari_6056', 'muslim_3509', 'muslim_5694']"
C0101,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন, আমাদের উচিত শুনতে এবং আনুগত্য করতে, যদিও আমাদের উপর যদি একজন আবেসিনিয়ান নেতা হয় যার মাথা যেন একটি খেজুরের মতো।","['bukhari_693', 'bukhari_7142', 'muslim_4758', 'muslim_4783', 'bukhari_696']",muslim_6746,"['muslim_6746', 'muslim_4034', 'muslim_3876', 'muslim_5964', 'muslim_1985', 'bukhari_3322', 'muslim_3671', 'muslim_3822', 'muslim_2822', 'muslim_1280']"
C0102,"রাসূলুল্লাহ (সা.) ফাতিমাকে একটি সুন্দর বিছানা, বালিশ এবং ঘাস দিয়ে তৈরি একটি গদি প্রস্তুত করেছিলেন।","['muslim_6290', 'muslim_4582', 'muslim_4642', 'muslim_5446', 'muslim_6313']",muslim_6970,"['muslim_6970', 'bukhari_241', 'bukhari_5864', 'muslim_471', 'bukhari_6791', 'muslim_6531', 'bukhari_6145', 'bukhari_158', 'muslim_495', 'muslim_7440']"
C0103,"আমার স্বামী আমাকে তালাক দিল, তাই আমি স্থানান্তরের জন্য রাসূলুল্লাহ (সা.) এর কাছে গেলাম। তিনি আমাকে বললেন, ""তুমি তোমার চাচাতো ভাই আমর ইবন উম মাকতুমের কাছে চলে যাও এবং সেখানে অবস্থান করো।"" কিন্তু عمر বললেন, ""যদি তুমি দুইজন সাক্ষী না আনো যারা বলবে তারা রাসূলুল্লাহ (সা.) থেকে এটা শুনেছে, তাহলে আমরা আল্লাহর কিতাবের কথা মানবো না।""","['muslim_3710', 'muslim_3709', 'muslim_6396', 'muslim_3704', 'muslim_3713']",muslim_483,"['muslim_483', 'bukhari_6996', 'muslim_434', 'muslim_514', 'bukhari_429', 'bukhari_5726', 'bukhari_3999', 'bukhari_5764', 'bukhari_5984', 'bukhari_297']"
C0104,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, তিনি চান অন্যের কাছ থেকে কোরআন শুনতে। তাই আমি সূরা নিসা পড়তে শুরু করলাম, এবং তিনি আমার পড়া শুনে চোখের জল ফেললেন।","['muslim_1867', 'muslim_1869', 'bukhari_5055', 'bukhari_4582', 'bukhari_5049']",bukhari_6145,"['bukhari_6145', 'muslim_6970', 'muslim_3440', 'muslim_4910', 'muslim_5118', 'muslim_1113', 'muslim_7071', 'muslim_5795', 'muslim_5552', 'muslim_1849']"
C0105,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) আরাফার দিন রোজা রাখার ব্যাপারে কিছু সাহাবী সন্দেহ প্রকাশ করেছিলেন। তখন তিনি আরাফাতে ছিলেন এবং এক কাপ দুধ পান করেছিলেন।","['muslim_2635', 'muslim_2632', 'bukhari_5604', 'muslim_2636', 'muslim_944']",muslim_495,"['muslim_495', 'muslim_6970', 'bukhari_1073', 'muslim_575', 'muslim_6531', 'muslim_5979', 'muslim_3834', 'muslim_5848', 'bukhari_5257', 'bukhari_3595.2']"
C0108,"আল্লাহ আমাদের কাজের কোনো কিছুই বৃথা যেতে দেবেন না। তিনি বলেছেন, ""তুমি কি সেখানে যাওয়ার দিন তা পাবে?"" আমি বললাম, ""হ্যাঁ।""","['muslim_4833', 'muslim_4832', 'bukhari_2633', 'bukhari_6165', 'bukhari_3923']",muslim_5921,"['muslim_5921', 'muslim_5917', 'muslim_5159', 'muslim_3776', 'muslim_2559', 'muslim_3208', 'muslim_4993', 'muslim_6431', 'muslim_2751', 'muslim_5268']"
C0109,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.)-এর সাথে আমরা হিজরত করেছি।","['bukhari_3913', 'bukhari_6432', 'muslim_2177', 'muslim_3743', 'muslim_5034']",muslim_6970,"['muslim_6970', 'muslim_4368', 'muslim_7071', 'muslim_6162', 'muslim_2506', 'muslim_933', 'muslim_7155', 'muslim_5919', 'muslim_6342', 'muslim_5118']"
C0110,"একজন আরব ব্যক্তি রাসূলুল্লাহকে জিজ্ঞেস করেছিল, ""ছবি কী?"" রাসূলুল্লাহ উত্তর দিয়েছিলেন, ""এটি একটি শিং, যাতে ফুঁ দেওয়া হবে।""","['muslim_6151', 'muslim_5533', 'muslim_7381', 'muslim_6405', 'muslim_5517']",bukhari_6145,"['bukhari_6145', 'muslim_4910', 'muslim_6970', 'muslim_4866', 'muslim_6635', 'bukhari_6791', 'muslim_7130', 'muslim_6996', 'muslim_5795', 'muslim_3440']"
C0111,"নবী মুহাম্মদ (সা.) বলেছেন, যখন প্রচণ্ড গরম পড়ে, তখন নামাজের জন্য অপেক্ষা করতে হবে। তিনি বলেছেন, গরমের তীব্রতা জাহান্নামের উত্তাপের মতো।","['muslim_1400', 'bukhari_535', 'bukhari_539', 'muslim_1397', 'muslim_1395']",muslim_1832,"['muslim_1832', 'muslim_3208', 'muslim_5159', 'muslim_6292', 'muslim_3776', 'muslim_913', 'muslim_3639', 'muslim_5917', 'muslim_340', 'muslim_4183']"
